product_name,price,rating,link
"Samsung Galaxy M15 5G (Blue Topaz,6GB RAM,128GB Storage)| 50MP Triple Cam| 6000mAh Battery| MediaTek Dimensity 6100+| 4 Gen. OS Upgrade & 5 Year Security Update| Super AMOLED Display| Without Charger",14499,3.5 out of 5 stars,https://www.amazon.inhttps://www.amazon.in/Samsung-Storage-MediaTek-Dimensity-Security/dp/B0CYQ2LZC9/ref=sr_1_17?dib=eyJ2IjoiMSJ9.nB-_pOJxRa3sHn2DY4LIYMeV4088UFK3-O-5dKBGwzSu-rpjYLb2wMd_f3pe_X5Ow7TtgrTgedalxgNVzaJJ5UidhIM_T7dhCHKB7GKsi1jWjDfiKoKJmJrONfB31to1SCET4iGwDYvBxJDyTvnS7Ef6gMaTwZXs089DbP0oLgXlpzL-i1TDrvRLi8JDARk2ahN4qVfvtfC08mknPTT0auxduEtA7cCwk9U81GWmbKjfHLQzyGvlOZi0rF-goHKfddAthJNEr5rFmiKh1OmAYI-93PJZLu00ab9Mz6wogn0.-P8_Oi1ykdomYr2oDoQASefIiYAcG0-FOJ1yBmVmsa0&dib_tag=se&keywords=samsung+phones&qid=1716620527&s=electronics&sr=1-17
"Samsung Galaxy M14 4G (Arctic Blue,6GB,128GB) | 50MP Triple Cam | 5000mAh Battery | Snapdragon 680 Processor | 2 Gen. OS Upgrade & 4 Year Security Update | 12GB RAM with RAM Plus | Without Charger",9499,3.9 out of 5 stars,https://www.amazon.inhttps://www.amazon.in/Samsung-5000mAh-Snapdragon-Processor-Security/dp/B0CV7PT9PR/ref=sr_1_18?dib=eyJ2IjoiMSJ9.nB-_pOJxRa3sHn2DY4LIYMeV4088UFK3-O-5dKBGwzSu-rpjYLb2wMd_f3pe_X5Ow7TtgrTgedalxgNVzaJJ5UidhIM_T7dhCHKB7GKsi1jWjDfiKoKJmJrONfB31to1SCET4iGwDYvBxJDyTvnS7Ef6gMaTwZXs089DbP0oLgXlpzL-i1TDrvRLi8JDARk2ahN4qVfvtfC08mknPTT0auxduEtA7cCwk9U81GWmbKjfHLQzyGvlOZi0rF-goHKfddAthJNEr5rFmiKh1OmAYI-93PJZLu00ab9Mz6wogn0.-P8_Oi1ykdomYr2oDoQASefIiYAcG0-FOJ1yBmVmsa0&dib_tag=se&keywords=samsung+phones&qid=1716620527&s=electronics&sr=1-18
"Samsung Galaxy M15 5G (Stone Grey,6GB RAM,128GB Storage)| 50MP Triple Cam| 6000mAh Battery| MediaTek Dimensity 6100+| 4 Gen. OS Upgrade & 5 Year Security Update| Super AMOLED Display| Without Charger",14499,3.5 out of 5 stars,https://www.amazon.inhttps://www.amazon.in/Samsung-Storage-MediaTek-Dimensity-Security/dp/B0CYQ27DMX/ref=sr_1_19?dib=eyJ2IjoiMSJ9.nB-_pOJxRa3sHn2DY4LIYMeV4088UFK3-O-5dKBGwzSu-rpjYLb2wMd_f3pe_X5Ow7TtgrTgedalxgNVzaJJ5UidhIM_T7dhCHKB7GKsi1jWjDfiKoKJmJrONfB31to1SCET4iGwDYvBxJDyTvnS7Ef6gMaTwZXs089DbP0oLgXlpzL-i1TDrvRLi8JDARk2ahN4qVfvtfC08mknPTT0auxduEtA7cCwk9U81GWmbKjfHLQzyGvlOZi0rF-goHKfddAthJNEr5rFmiKh1OmAYI-93PJZLu00ab9Mz6wogn0.-P8_Oi1ykdomYr2oDoQASefIiYAcG0-FOJ1yBmVmsa0&dib_tag=se&keywords=samsung+phones&qid=1716620527&s=electronics&sr=1-19
Samsung Galaxy F54 5G (Meteor Blue) (256 GB ROM) (8 GB RAM),22299,3.7 out of 5 stars,https://www.amazon.inhttps://www.amazon.in/Samsung-Galaxy-F54-Meteor-Blue/dp/B0CCMVQZM3/ref=sr_1_20?dib=eyJ2IjoiMSJ9.nB-_pOJxRa3sHn2DY4LIYMeV4088UFK3-O-5dKBGwzSu-rpjYLb2wMd_f3pe_X5Ow7TtgrTgedalxgNVzaJJ5UidhIM_T7dhCHKB7GKsi1jWjDfiKoKJmJrONfB31to1SCET4iGwDYvBxJDyTvnS7Ef6gMaTwZXs089DbP0oLgXlpzL-i1TDrvRLi8JDARk2ahN4qVfvtfC08mknPTT0auxduEtA7cCwk9U81GWmbKjfHLQzyGvlOZi0rF-goHKfddAthJNEr5rFmiKh1OmAYI-93PJZLu00ab9Mz6wogn0.-P8_Oi1ykdomYr2oDoQASefIiYAcG0-FOJ1yBmVmsa0&dib_tag=se&keywords=samsung+phones&qid=1716620527&s=electronics&sr=1-20
"Samsung Galaxy M14 4G (Arctic Blue,4GB,64GB) | 50MP Triple Cam | 5000mAh Battery | Snapdragon 680 Processor | 2 Gen. OS Upgrade & 4 Year Security Update | 8GB RAM with RAM Plus | Without Charger",8999,3.9 out of 5 stars,https://www.amazon.inhttps://www.amazon.in/Samsung-5000mAh-Snapdragon-Processor-Security/dp/B0CV78R7FL/ref=sr_1_21?dib=eyJ2IjoiMSJ9.nB-_pOJxRa3sHn2DY4LIYMeV4088UFK3-O-5dKBGwzSu-rpjYLb2wMd_f3pe_X5Ow7TtgrTgedalxgNVzaJJ5UidhIM_T7dhCHKB7GKsi1jWjDfiKoKJmJrONfB31to1SCET4iGwDYvBxJDyTvnS7Ef6gMaTwZXs089DbP0oLgXlpzL-i1TDrvRLi8JDARk2ahN4qVfvtfC08mknPTT0auxduEtA7cCwk9U81GWmbKjfHLQzyGvlOZi0rF-goHKfddAthJNEr5rFmiKh1OmAYI-93PJZLu00ab9Mz6wogn0.-P8_Oi1ykdomYr2oDoQASefIiYAcG0-FOJ1yBmVmsa0&dib_tag=se&keywords=samsung+phones&qid=1716620527&s=electronics&sr=1-21
"Samsung Galaxy A35 5G (Awesome Iceblue, 8GB RAM, 256GB Storage) | Premium Glass Back | 50 MP Main Camera (OIS) | Nightography | IP67 | Corning Gorilla Glass Victus+ | sAMOLED with Vision Booster",33999,3.4 out of 5 stars,https://www.amazon.inhttps://www.amazon.in/Samsung-Awesome-Iceblue-Storage-Nightography/dp/B0CWPF945W/ref=sr_1_22?dib=eyJ2IjoiMSJ9.nB-_pOJxRa3sHn2DY4LIYMeV4088UFK3-O-5dKBGwzSu-rpjYLb2wMd_f3pe_X5Ow7TtgrTgedalxgNVzaJJ5UidhIM_T7dhCHKB7GKsi1jWjDfiKoKJmJrONfB31to1SCET4iGwDYvBxJDyTvnS7Ef6gMaTwZXs089DbP0oLgXlpzL-i1TDrvRLi8JDARk2ahN4qVfvtfC08mknPTT0auxduEtA7cCwk9U81GWmbKjfHLQzyGvlOZi0rF-goHKfddAthJNEr5rFmiKh1OmAYI-93PJZLu00ab9Mz6wogn0.-P8_Oi1ykdomYr2oDoQASefIiYAcG0-FOJ1yBmVmsa0&dib_tag=se&keywords=samsung+phones&qid=1716620527&s=electronics&sr=1-22
"Samsung Galaxy M15 5G (Blue Topaz,4GB RAM,128GB Storage)| 50MP Triple Cam| 6000mAh Battery| MediaTek Dimensity 6100+| 4 Gen. OS Upgrade & 5 Year Security Update| Super AMOLED Display| Without Charger",12999,3.5 out of 5 stars,https://www.amazon.inhttps://www.amazon.in/Samsung-Storage-MediaTek-Dimensity-Security/dp/B0CYQ3D6VJ/ref=sr_1_23?dib=eyJ2IjoiMSJ9.nB-_pOJxRa3sHn2DY4LIYMeV4088UFK3-O-5dKBGwzSu-rpjYLb2wMd_f3pe_X5Ow7TtgrTgedalxgNVzaJJ5UidhIM_T7dhCHKB7GKsi1jWjDfiKoKJmJrONfB31to1SCET4iGwDYvBxJDyTvnS7Ef6gMaTwZXs089DbP0oLgXlpzL-i1TDrvRLi8JDARk2ahN4qVfvtfC08mknPTT0auxduEtA7cCwk9U81GWmbKjfHLQzyGvlOZi0rF-goHKfddAthJNEr5rFmiKh1OmAYI-93PJZLu00ab9Mz6wogn0.-P8_Oi1ykdomYr2oDoQASefIiYAcG0-FOJ1yBmVmsa0&dib_tag=se&keywords=samsung+phones&qid=1716620527&s=electronics&sr=1-23
"Samsung Galaxy A15 5G (Light Blue, 8GB, 256GB Storage) | 50 MP Main Camera | Android 14 with One UI 6.0 | 16GB Expandable RAM | MediaTek Dimensity 6100+ | 5000 mAh Battery",22499,3.7 out of 5 stars,https://www.amazon.inhttps://www.amazon.in/Samsung-Storage-Expandable-MediaTek-Dimensity/dp/B0CP7VSGXG/ref=sr_1_24?dib=eyJ2IjoiMSJ9.nB-_pOJxRa3sHn2DY4LIYMeV4088UFK3-O-5dKBGwzSu-rpjYLb2wMd_f3pe_X5Ow7TtgrTgedalxgNVzaJJ5UidhIM_T7dhCHKB7GKsi1jWjDfiKoKJmJrONfB31to1SCET4iGwDYvBxJDyTvnS7Ef6gMaTwZXs089DbP0oLgXlpzL-i1TDrvRLi8JDARk2ahN4qVfvtfC08mknPTT0auxduEtA7cCwk9U81GWmbKjfHLQzyGvlOZi0rF-goHKfddAthJNEr5rFmiKh1OmAYI-93PJZLu00ab9Mz6wogn0.-P8_Oi1ykdomYr2oDoQASefIiYAcG0-FOJ1yBmVmsa0&dib_tag=se&keywords=samsung+phones&qid=1716620527&s=electronics&sr=1-24
"Samsung Galaxy A54 5G (Awesome Lime, 8GB, 256GB Storage) | 50 MP No Shake Cam (OIS) | IP67 | Gorilla Glass 5 | Voice Focus | Without Charger",35499,4.0 out of 5 stars,https://www.amazon.inhttps://www.amazon.in/Samsung-Awesome-Storage-Gorilla-Without/dp/B0BXD2TTKP/ref=sr_1_25?dib=eyJ2IjoiMSJ9.nB-_pOJxRa3sHn2DY4LIYMeV4088UFK3-O-5dKBGwzSu-rpjYLb2wMd_f3pe_X5Ow7TtgrTgedalxgNVzaJJ5UidhIM_T7dhCHKB7GKsi1jWjDfiKoKJmJrONfB31to1SCET4iGwDYvBxJDyTvnS7Ef6gMaTwZXs089DbP0oLgXlpzL-i1TDrvRLi8JDARk2ahN4qVfvtfC08mknPTT0auxduEtA7cCwk9U81GWmbKjfHLQzyGvlOZi0rF-goHKfddAthJNEr5rFmiKh1OmAYI-93PJZLu00ab9Mz6wogn0.-P8_Oi1ykdomYr2oDoQASefIiYAcG0-FOJ1yBmVmsa0&dib_tag=se&keywords=samsung+phones&qid=1716620527&s=electronics&sr=1-25
SAMSUNG Galaxy S23 FE 5G (Purple 128 GB Storage) (8 GB RAM),36999,3.9 out of 5 stars,https://www.amazon.inhttps://www.amazon.in/SAMSUNG-Galaxy-S23-Purple-Storage/dp/B0CJXQV9R2/ref=sr_1_26?dib=eyJ2IjoiMSJ9.nB-_pOJxRa3sHn2DY4LIYMeV4088UFK3-O-5dKBGwzSu-rpjYLb2wMd_f3pe_X5Ow7TtgrTgedalxgNVzaJJ5UidhIM_T7dhCHKB7GKsi1jWjDfiKoKJmJrONfB31to1SCET4iGwDYvBxJDyTvnS7Ef6gMaTwZXs089DbP0oLgXlpzL-i1TDrvRLi8JDARk2ahN4qVfvtfC08mknPTT0auxduEtA7cCwk9U81GWmbKjfHLQzyGvlOZi0rF-goHKfddAthJNEr5rFmiKh1OmAYI-93PJZLu00ab9Mz6wogn0.-P8_Oi1ykdomYr2oDoQASefIiYAcG0-FOJ1yBmVmsa0&dib_tag=se&keywords=samsung+phones&qid=1716620527&s=electronics&sr=1-26
Redmi 12 5G Pastel Blue 4GB RAM 128GB ROM,11999,4.1 out of 5 stars,https://www.amazon.inhttps://www.amazon.in/sspa/click?ie=UTF8&spc=MTo0MjE4NzQ4NjIxMDA4MTQ1OjE3MTY2MjA1Mjc6c3BfYnRmOjMwMDAyODA4NjMzNzQzMjo6MDo6&url=%2FRedmi-Pastel-Blue-4GB-128GB%2Fdp%2FB0C9JD8324%2Fref%3Dsr_1_27_sspa%3Fdib%3DeyJ2IjoiMSJ9.nB-_pOJxRa3sHn2DY4LIYMeV4088UFK3-O-5dKBGwzSu-rpjYLb2wMd_f3pe_X5Ow7TtgrTgedalxgNVzaJJ5UidhIM_T7dhCHKB7GKsi1jWjDfiKoKJmJrONfB31to1SCET4iGwDYvBxJDyTvnS7Ef6gMaTwZXs089DbP0oLgXlpzL-i1TDrvRLi8JDARk2ahN4qVfvtfC08mknPTT0auxduEtA7cCwk9U81GWmbKjfHLQzyGvlOZi0rF-goHKfddAthJNEr5rFmiKh1OmAYI-93PJZLu00ab9Mz6wogn0.-P8_Oi1ykdomYr2oDoQASefIiYAcG0-FOJ1yBmVmsa0%26dib_tag%3Dse%26keywords%3Dsamsung%2Bphones%26qid%3D1716620527%26s%3Delectronics%26sr%3D1-27-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1
"SAMSUNG EVO Plus 256GB Micro w/SD Adaptor SDXC, Up-to 160MB/s, Expanded Storage for Gaming Devices, Android Tablets and Smart Phones, Memory Card, MB-MC256SA/IN",2059,4.4 out of 5 stars,https://www.amazon.inhttps://www.amazon.in/sspa/click?ie=UTF8&spc=MTo3NDExNDE3OTI4NzI3MTQ1OjE3MTY2MjA1Mjc6c3Bfc2VhcmNoX3RoZW1hdGljX2J0ZjozMDAxNjM2NTk1NTY0MzI6OjA6Og&url=%2FSAMSUNG-Adaptor-Expanded-Storage-MB-MC256SA%2Fdp%2FB0CXJ1HP8V%2Fref%3Dsxbs_pa_sp_search_thematic_btf_sspa%3Fcontent-id%3Damzn1.sym.e2faeae3-5951-42bc-a1a4-e628c23c9e02%253Aamzn1.sym.e2faeae3-5951-42bc-a1a4-e628c23c9e02%26cv_ct_cx%3Dsamsung%2Bphones%26dib%3DeyJ2IjoiMSJ9.tCvIPsoLHyP0ApXrQquvFrssNce_yDOR-Uy-ciRbS3zR3vcfr16BS_S613jP8gm7L2tl-GcNX9-WWFyT34tUTw.AcrjDPBCqfaRxMEWCk6onakKs0n_tyC99kk-rVL0CDM%26dib_tag%3Dse%26keywords%3Dsamsung%2Bphones%26pd_rd_i%3DB0CXJ1HP8V%26pd_rd_r%3D8282a654-bbb1-4131-8335-18d38c625d0b%26pd_rd_w%3DtRRI6%26pd_rd_wg%3DKtjym%26pf_rd_p%3De2faeae3-5951-42bc-a1a4-e628c23c9e02%26pf_rd_r%3DSNEXMKS65J3DPJFBQMPG%26qid%3D1716620527%26s%3Delectronics%26sbo%3DRZvfv%252F%252FHxDF%252BO5021pAnSA%253D%253D%26sr%3D1-1-2907eac4-8056-42c7-8014-fdf7bd4c5395-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9zZWFyY2hfdGhlbWF0aWNfYnRm%26psc%3D1
"SAMSUNG EVO Plus 256GB Micro w/SD Adaptor SDXC, Up-to 160MB/s, Expanded Storage for Gaming Devices, Android Tablets and Smart Phones, Memory Card, MB-MC256SA/IN",2059,4.4 out of 5 stars,https://www.amazon.inhttps://www.amazon.in/sspa/click?ie=UTF8&spc=MTo3NDExNDE3OTI4NzI3MTQ1OjE3MTY2MjA1Mjc6c3Bfc2VhcmNoX3RoZW1hdGljX2J0ZjozMDAxNjM2NTk1NTY0MzI6OjA6Og&url=%2FSAMSUNG-Adaptor-Expanded-Storage-MB-MC256SA%2Fdp%2FB0CXJ1HP8V%2Fref%3Dsxbs_pa_sp_search_thematic_btf_sspa%3Fcontent-id%3Damzn1.sym.e2faeae3-5951-42bc-a1a4-e628c23c9e02%253Aamzn1.sym.e2faeae3-5951-42bc-a1a4-e628c23c9e02%26cv_ct_cx%3Dsamsung%2Bphones%26dib%3DeyJ2IjoiMSJ9.tCvIPsoLHyP0ApXrQquvFrssNce_yDOR-Uy-ciRbS3zR3vcfr16BS_S613jP8gm7L2tl-GcNX9-WWFyT34tUTw.AcrjDPBCqfaRxMEWCk6onakKs0n_tyC99kk-rVL0CDM%26dib_tag%3Dse%26keywords%3Dsamsung%2Bphones%26pd_rd_i%3DB0CXJ1HP8V%26pd_rd_r%3D8282a654-bbb1-4131-8335-18d38c625d0b%26pd_rd_w%3DtRRI6%26pd_rd_wg%3DKtjym%26pf_rd_p%3De2faeae3-5951-42bc-a1a4-e628c23c9e02%26pf_rd_r%3DSNEXMKS65J3DPJFBQMPG%26qid%3D1716620527%26s%3Delectronics%26sbo%3DRZvfv%252F%252FHxDF%252BO5021pAnSA%253D%253D%26sr%3D1-1-2907eac4-8056-42c7-8014-fdf7bd4c5395-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9zZWFyY2hfdGhlbWF0aWNfYnRm%26psc%3D1
"DR VAKU® 25W PD Dual Port Charger Type C Adapter for iPhone 15/14/13/12 Series, Samsung, Vivo & Other Android Devices PD 3.0 Multiple Protection Original Fast Charging Adaptor- White",899,4.4 out of 5 stars,https://www.amazon.inhttps://www.amazon.in/sspa/click?ie=UTF8&spc=MTo3NDExNDE3OTI4NzI3MTQ1OjE3MTY2MjA1Mjc6c3Bfc2VhcmNoX3RoZW1hdGljX2J0ZjozMDAxNDQ5NTc1NjMyMzI6OjE6Og&url=%2FDR-Multiple-Protection-Original-White%2Fdp%2FB0CXPNRXC3%2Fref%3Dsxbs_pa_sp_search_thematic_btf_sspa%3Fcontent-id%3Damzn1.sym.e2faeae3-5951-42bc-a1a4-e628c23c9e02%253Aamzn1.sym.e2faeae3-5951-42bc-a1a4-e628c23c9e02%26cv_ct_cx%3Dsamsung%2Bphones%26dib%3DeyJ2IjoiMSJ9.tCvIPsoLHyP0ApXrQquvFrssNce_yDOR-Uy-ciRbS3zR3vcfr16BS_S613jP8gm7L2tl-GcNX9-WWFyT34tUTw.AcrjDPBCqfaRxMEWCk6onakKs0n_tyC99kk-rVL0CDM%26dib_tag%3Dse%26keywords%3Dsamsung%2Bphones%26pd_rd_i%3DB0CXPNRXC3%26pd_rd_r%3D8282a654-bbb1-4131-8335-18d38c625d0b%26pd_rd_w%3DtRRI6%26pd_rd_wg%3DKtjym%26pf_rd_p%3De2faeae3-5951-42bc-a1a4-e628c23c9e02%26pf_rd_r%3DSNEXMKS65J3DPJFBQMPG%26qid%3D1716620527%26s%3Delectronics%26sbo%3DRZvfv%252F%252FHxDF%252BO5021pAnSA%253D%253D%26sr%3D1-2-2907eac4-8056-42c7-8014-fdf7bd4c5395-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9zZWFyY2hfdGhlbWF0aWNfYnRm%26psc%3D1
25W Type-C Rapid Fast Charger Adapter Compatible with Samsung Galaxy S| A| M| F| Z Series | Super Fast Charger for S24/S23/S22 Ultra/S21/21 fe/S20/M14 5G/M34/M54/M53 5g/M33/M13/A34/A54 [White],599,4.4 out of 5 stars,https://www.amazon.inhttps://www.amazon.in/sspa/click?ie=UTF8&spc=MTo3NDExNDE3OTI4NzI3MTQ1OjE3MTY2MjA1Mjc6c3Bfc2VhcmNoX3RoZW1hdGljX2J0ZjozMDAxNjIxNTExMjc1MzI6OjI6Og&url=%2FType-C-Charger-Adapter-Compatible-Samsung%2Fdp%2FB0D1CJPQH9%2Fref%3Dsxbs_pa_sp_search_thematic_btf_sspa%3Fcontent-id%3Damzn1.sym.e2faeae3-5951-42bc-a1a4-e628c23c9e02%253Aamzn1.sym.e2faeae3-5951-42bc-a1a4-e628c23c9e02%26cv_ct_cx%3Dsamsung%2Bphones%26dib%3DeyJ2IjoiMSJ9.tCvIPsoLHyP0ApXrQquvFrssNce_yDOR-Uy-ciRbS3zR3vcfr16BS_S613jP8gm7L2tl-GcNX9-WWFyT34tUTw.AcrjDPBCqfaRxMEWCk6onakKs0n_tyC99kk-rVL0CDM%26dib_tag%3Dse%26keywords%3Dsamsung%2Bphones%26pd_rd_i%3DB0D1CJPQH9%26pd_rd_r%3D8282a654-bbb1-4131-8335-18d38c625d0b%26pd_rd_w%3DtRRI6%26pd_rd_wg%3DKtjym%26pf_rd_p%3De2faeae3-5951-42bc-a1a4-e628c23c9e02%26pf_rd_r%3DSNEXMKS65J3DPJFBQMPG%26qid%3D1716620527%26s%3Delectronics%26sbo%3DRZvfv%252F%252FHxDF%252BO5021pAnSA%253D%253D%26sr%3D1-3-2907eac4-8056-42c7-8014-fdf7bd4c5395-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9zZWFyY2hfdGhlbWF0aWNfYnRm%26psc%3D1
Casecandy Silicone - (2 Pack Screen Protector Guard for Samsung S23 Ultra (6.8-inch Screen Size) | Transparent Screen Guard For Galaxy S23 Ultra Fingerprint Support/S PEN Compatible/HD,992,4.1 out of 5 stars,https://www.amazon.inhttps://www.amazon.in/sspa/click?ie=UTF8&spc=MTo3NDExNDE3OTI4NzI3MTQ1OjE3MTY2MjA1Mjc6c3Bfc2VhcmNoX3RoZW1hdGljX2J0ZjozMDAwNjYxNTc5MTY3MzI6OjM6Og&url=%2FCasecandy%25C2%25AE-Protector-Transparent-Fingerprint-Compatible%2Fdp%2FB0BX9KB1WZ%2Fref%3Dsxbs_pa_sp_search_thematic_btf_sspa%3Fcontent-id%3Damzn1.sym.e2faeae3-5951-42bc-a1a4-e628c23c9e02%253Aamzn1.sym.e2faeae3-5951-42bc-a1a4-e628c23c9e02%26cv_ct_cx%3Dsamsung%2Bphones%26dib%3DeyJ2IjoiMSJ9.tCvIPsoLHyP0ApXrQquvFrssNce_yDOR-Uy-ciRbS3zR3vcfr16BS_S613jP8gm7L2tl-GcNX9-WWFyT34tUTw.AcrjDPBCqfaRxMEWCk6onakKs0n_tyC99kk-rVL0CDM%26dib_tag%3Dse%26keywords%3Dsamsung%2Bphones%26pd_rd_i%3DB0BX9KB1WZ%26pd_rd_r%3D8282a654-bbb1-4131-8335-18d38c625d0b%26pd_rd_w%3DtRRI6%26pd_rd_wg%3DKtjym%26pf_rd_p%3De2faeae3-5951-42bc-a1a4-e628c23c9e02%26pf_rd_r%3DSNEXMKS65J3DPJFBQMPG%26qid%3D1716620527%26s%3Delectronics%26sbo%3DRZvfv%252F%252FHxDF%252BO5021pAnSA%253D%253D%26sr%3D1-4-2907eac4-8056-42c7-8014-fdf7bd4c5395-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9zZWFyY2hfdGhlbWF0aWNfYnRm%26psc%3D1
"Stuffcool Ultimus 115 3 Port Car Charger 115W Output, Charges MacBooks Type C Laptops, Samsungs, iPhones at The Same time",2689,4.3 out of 5 stars,https://www.amazon.inhttps://www.amazon.in/sspa/click?ie=UTF8&spc=MTo3NDExNDE3OTI4NzI3MTQ1OjE3MTY2MjA1Mjc6c3Bfc2VhcmNoX3RoZW1hdGljX2J0ZjozMDAwMDY0NDYxODIyMzI6OjQ6Og&url=%2FStuffcool-Ultimus-115W-MacBooks-Samsungs%2Fdp%2FB09ZDSNB1C%2Fref%3Dsxbs_pa_sp_search_thematic_btf_sspa%3Fcontent-id%3Damzn1.sym.e2faeae3-5951-42bc-a1a4-e628c23c9e02%253Aamzn1.sym.e2faeae3-5951-42bc-a1a4-e628c23c9e02%26cv_ct_cx%3Dsamsung%2Bphones%26dib%3DeyJ2IjoiMSJ9.tCvIPsoLHyP0ApXrQquvFrssNce_yDOR-Uy-ciRbS3zR3vcfr16BS_S613jP8gm7L2tl-GcNX9-WWFyT34tUTw.AcrjDPBCqfaRxMEWCk6onakKs0n_tyC99kk-rVL0CDM%26dib_tag%3Dse%26keywords%3Dsamsung%2Bphones%26pd_rd_i%3DB09ZDSNB1C%26pd_rd_r%3D8282a654-bbb1-4131-8335-18d38c625d0b%26pd_rd_w%3DtRRI6%26pd_rd_wg%3DKtjym%26pf_rd_p%3De2faeae3-5951-42bc-a1a4-e628c23c9e02%26pf_rd_r%3DSNEXMKS65J3DPJFBQMPG%26qid%3D1716620527%26s%3Delectronics%26sbo%3DRZvfv%252F%252FHxDF%252BO5021pAnSA%253D%253D%26sr%3D1-5-2907eac4-8056-42c7-8014-fdf7bd4c5395-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9zZWFyY2hfdGhlbWF0aWNfYnRm%26psc%3D1
N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A
